Airline,Season,TravelDate,BestDaysBeforeTravel,LowestPrice
Emirates,Summer,2018-05-23,57,535.72
Emirates,Summer,2018-05-24,52,570.94
Emirates,Summer,2018-05-25,57,566.77
Emirates,Summer,2018-05-26,52,550.03
Emirates,Summer,2018-05-27,55,552.61
Emirates,Summer,2018-05-28,39,569.05
Emirates,Summer,2018-05-29,57,571.39
Emirates,Summer,2018-05-30,58,548.25
Emirates,Summer,2018-05-31,56,565.92
Emirates,Summer,2018-06-01,51,557.62
Emirates,Summer,2018-06-02,58,571.85
Emirates,Summer,2018-06-03,58,568.43
Emirates,Summer,2018-06-04,60,578.16
Emirates,Summer,2018-06-05,60,558.4
Emirates,Summer,2018-06-06,58,547.42
Emirates,Summer,2018-06-07,59,545.73
Emirates,Summer,2018-06-08,57,529.86
Emirates,Summer,2018-06-09,59,551.16
Emirates,Summer,2018-06-10,57,575.26
Emirates,Summer,2018-06-11,28,514.98
Emirates,Summer,2018-06-12,57,544.96
Emirates,Summer,2018-06-13,60,537.77
Emirates,Summer,2018-06-14,59,519.33
Emirates,Summer,2018-06-15,60,564.24
Emirates,Summer,2019-05-15,44,511.13
Emirates,Summer,2019-05-16,59,553.64
Emirates,Summer,2019-05-17,47,545.68
Emirates,Summer,2019-05-18,54,574.67
Emirates,Summer,2019-05-19,54,559.46
Emirates,Summer,2019-05-20,60,569.69
Emirates,Summer,2019-05-21,60,563.57
Emirates,Summer,2019-05-22,46,517.25
Emirates,Summer,2019-05-23,60,539.64
Emirates,Summer,2019-05-24,60,546.8
Emirates,Summer,2019-05-25,56,552.96
Emirates,Summer,2019-05-26,60,474.26
Emirates,Summer,2019-05-27,60,515.03
Emirates,Summer,2019-05-28,56,555.44
Emirates,Summer,2019-05-29,59,525.53
Emirates,Summer,2019-05-30,59,553.9
Emirates,Summer,2019-05-31,56,561.64
Emirates,Summer,2019-06-01,50,537.48
Emirates,Summer,2019-06-02,42,556.32
Emirates,Summer,2019-06-03,55,558.83
Emirates,Summer,2019-06-04,60,558.33
Emirates,Summer,2019-06-05,60,581.58
Emirates,Summer,2019-06-06,49,537.6
Emirates,Summer,2019-06-07,59,564.11
Emirates,Summer,2019-06-08,39,583.49
Emirates,Summer,2019-06-09,58,585.33
Emirates,Summer,2019-06-10,60,543.19
Emirates,Summer,2019-06-11,48,568.97
Emirates,Summer,2019-06-12,50,560.27
Emirates,Summer,2019-06-13,52,569.21
Emirates,Summer,2019-06-14,44,554.14
Emirates,Summer,2019-06-15,44,550.15
Emirates,Summer,2020-05-15,47,552.37
Emirates,Summer,2020-05-16,58,540.17
Emirates,Summer,2020-05-17,59,532.19
Emirates,Summer,2020-05-18,56,556.29
Emirates,Summer,2020-05-19,60,540.97
Emirates,Summer,2020-05-20,59,524.71
Emirates,Summer,2020-05-21,56,568.9
Emirates,Summer,2020-05-22,58,545.88
Emirates,Summer,2020-05-23,48,544.48
Emirates,Summer,2020-05-24,59,565.85
Emirates,Summer,2020-05-25,60,564.45
Emirates,Summer,2020-05-26,46,569.3
Emirates,Summer,2020-05-27,58,551.26
Emirates,Summer,2020-05-28,56,535.55
Emirates,Summer,2020-05-29,56,584.02
Emirates,Summer,2020-05-30,8,566.8
Emirates,Summer,2020-05-31,45,560.78
Emirates,Summer,2020-06-01,60,520.44
Emirates,Summer,2020-06-02,59,553.21
Emirates,Summer,2020-06-03,35,536.54
Emirates,Summer,2020-06-04,54,556.7
Emirates,Summer,2020-06-05,56,535.69
Emirates,Summer,2020-06-06,51,526.34
Emirates,Summer,2020-06-07,58,511.79
Emirates,Summer,2020-06-08,53,547.81
Emirates,Summer,2020-06-09,58,552.85
Emirates,Summer,2020-06-10,58,522.41
Emirates,Summer,2020-06-11,58,540.84
Emirates,Summer,2020-06-12,60,551.87
Emirates,Summer,2020-06-13,37,557.02
Emirates,Summer,2020-06-14,52,541.57
Emirates,Summer,2020-06-15,55,591.07
Emirates,Summer,2021-05-15,60,563.44
Emirates,Summer,2021-05-16,54,573.0
Emirates,Summer,2021-05-17,54,511.67
Emirates,Summer,2021-05-18,55,587.11
Emirates,Summer,2021-05-19,56,557.83
Emirates,Summer,2021-05-20,53,538.23
Emirates,Summer,2021-05-21,57,574.28
Emirates,Summer,2021-05-22,56,557.56
Emirates,Summer,2021-05-23,58,558.68
Emirates,Summer,2021-05-24,59,554.12
Emirates,Summer,2021-05-25,58,576.75
Emirates,Summer,2021-05-26,55,548.81
Emirates,Summer,2021-05-27,59,550.0
Emirates,Summer,2021-05-28,37,579.63
Emirates,Summer,2021-05-29,57,575.02
Emirates,Summer,2021-05-30,59,549.91
Emirates,Summer,2021-05-31,42,566.38
Emirates,Summer,2021-06-01,56,536.56
Emirates,Summer,2021-06-02,55,554.93
Emirates,Summer,2021-06-03,33,533.63
Emirates,Summer,2021-06-04,58,579.5
Emirates,Summer,2021-06-05,55,568.82
Emirates,Summer,2021-06-06,45,556.08
Emirates,Summer,2021-06-07,59,567.67
Emirates,Summer,2021-06-08,60,558.54
Emirates,Summer,2021-06-09,50,544.55
Emirates,Summer,2021-06-10,60,551.84
Emirates,Summer,2021-06-11,59,586.74
Emirates,Summer,2021-06-12,54,512.86
Emirates,Summer,2021-06-13,55,545.13
Emirates,Summer,2021-06-14,58,528.74
Emirates,Summer,2021-06-15,57,541.45
Emirates,Summer,2022-05-15,58,590.87
Emirates,Summer,2022-05-16,58,559.34
Emirates,Summer,2022-05-17,47,498.1
Emirates,Summer,2022-05-18,47,580.94
Emirates,Summer,2022-05-19,60,506.03
Emirates,Summer,2022-05-20,59,561.96
Emirates,Summer,2022-05-21,53,526.77
Emirates,Summer,2022-05-22,58,551.23
Emirates,Summer,2022-05-23,51,534.08
Emirates,Summer,2022-05-24,47,547.29
Emirates,Summer,2022-05-25,59,483.27
Emirates,Summer,2022-05-26,59,550.78
Emirates,Summer,2022-05-27,59,517.62
Emirates,Summer,2022-05-28,43,573.32
Emirates,Summer,2022-05-29,60,567.59
Emirates,Summer,2022-05-30,54,525.08
Emirates,Summer,2022-05-31,50,499.27
Emirates,Summer,2022-06-01,45,550.79
Emirates,Summer,2022-06-02,47,558.53
Emirates,Summer,2022-06-03,55,580.19
Emirates,Summer,2022-06-04,57,502.53
Emirates,Summer,2022-06-05,60,579.99
Emirates,Summer,2022-06-06,57,561.3
Emirates,Summer,2022-06-07,58,554.89
Emirates,Summer,2022-06-08,54,505.98
Emirates,Summer,2022-06-09,53,562.78
Emirates,Summer,2022-06-10,60,563.87
Emirates,Summer,2022-06-11,56,565.73
Emirates,Summer,2022-06-12,47,573.46
Emirates,Summer,2022-06-13,51,561.67
Emirates,Summer,2022-06-14,49,526.14
Emirates,Summer,2022-06-15,56,537.96
Emirates,Summer,2023-05-15,58,567.86
Emirates,Summer,2023-05-16,59,552.16
Emirates,Summer,2023-05-17,45,547.26
Emirates,Summer,2023-05-18,51,529.21
Emirates,Summer,2023-05-19,49,557.11
Emirates,Summer,2023-05-20,60,566.64
Emirates,Summer,2023-05-21,57,539.15
Emirates,Summer,2023-05-22,59,565.58
Emirates,Summer,2023-05-23,47,558.22
Emirates,Summer,2023-05-24,56,563.54
Emirates,Summer,2023-05-25,59,561.07
Emirates,Summer,2023-05-26,55,524.74
Emirates,Summer,2023-05-27,45,567.42
Emirates,Summer,2023-05-28,25,552.99
Emirates,Summer,2023-05-29,54,547.73
Emirates,Summer,2023-05-30,43,498.09
Emirates,Summer,2023-05-31,59,576.23
Emirates,Summer,2023-06-01,59,574.39
Emirates,Summer,2023-06-02,54,541.84
Emirates,Summer,2023-06-03,50,570.15
Emirates,Summer,2023-06-04,53,552.88
Emirates,Summer,2023-06-05,60,546.1
Emirates,Summer,2023-06-06,53,569.25
Emirates,Summer,2023-06-07,52,528.56
Emirates,Summer,2023-06-08,59,512.64
Emirates,Summer,2023-06-09,49,543.24
Emirates,Summer,2023-06-10,57,581.72
Emirates,Summer,2023-06-11,58,568.22
Emirates,Summer,2023-06-12,55,556.52
Emirates,Summer,2023-06-13,41,576.29
Emirates,Summer,2023-06-14,50,582.46
Emirates,Summer,2023-06-15,49,556.88
Emirates,Summer,2024-05-15,51,556.38
Emirates,Summer,2024-05-16,58,581.69
Emirates,Summer,2024-05-17,48,565.86
Emirates,Summer,2024-05-18,56,563.91
Emirates,Summer,2024-05-19,59,570.91
Emirates,Summer,2024-05-20,56,549.37
Emirates,Summer,2024-05-21,56,544.59
Emirates,Summer,2024-05-22,47,558.1
Emirates,Summer,2024-05-23,55,569.21
Emirates,Summer,2024-05-24,49,560.11
Emirates,Summer,2024-05-25,59,531.85
Emirates,Summer,2024-05-26,60,532.99
Emirates,Summer,2024-05-27,57,564.77
Emirates,Summer,2024-05-28,36,539.08
Emirates,Summer,2024-05-29,58,548.47
Emirates,Summer,2024-05-30,49,559.28
Emirates,Summer,2024-05-31,49,522.47
Emirates,Summer,2024-06-01,59,563.93
Emirates,Summer,2024-06-02,58,550.35
Emirates,Summer,2024-06-03,58,548.71
Emirates,Summer,2024-06-04,41,601.79
Emirates,Summer,2024-06-05,60,530.52
Emirates,Summer,2024-06-06,53,507.09
Emirates,Summer,2024-06-07,59,543.96
Emirates,Summer,2024-06-08,60,542.29
Emirates,Summer,2024-06-09,56,549.96
Emirates,Summer,2024-06-10,44,537.03
Emirates,Summer,2024-06-11,45,569.41
Emirates,Summer,2024-06-12,58,569.8
Emirates,Summer,2024-06-13,60,553.55
Emirates,Summer,2024-06-14,54,564.5
Emirates,Summer,2024-06-15,51,553.07
Emirates,Fall,2015-08-23,54,557.63
Emirates,Fall,2015-08-24,37,536.45
Emirates,Fall,2015-08-25,31,522.24
Emirates,Fall,2015-08-26,54,560.49
Emirates,Fall,2015-08-27,59,555.78
Emirates,Fall,2015-08-28,52,568.55
Emirates,Fall,2015-08-29,59,563.53
Emirates,Fall,2015-08-30,60,515.62
Emirates,Fall,2015-08-31,58,556.16
Emirates,Fall,2015-09-01,60,524.62
Emirates,Fall,2015-09-02,51,554.7
Emirates,Fall,2015-09-03,60,577.37
Emirates,Fall,2015-09-04,55,537.29
Emirates,Fall,2015-09-05,60,524.9
Emirates,Fall,2015-09-06,59,529.93
Emirates,Fall,2015-09-07,52,533.79
Emirates,Fall,2015-09-08,58,584.17
Emirates,Fall,2015-09-09,54,555.91
Emirates,Fall,2015-09-10,58,535.45
Emirates,Fall,2015-09-11,57,550.44
Emirates,Fall,2015-09-12,53,546.97
Emirates,Fall,2015-09-13,52,556.66
Emirates,Fall,2015-09-14,53,540.65
Emirates,Fall,2015-09-15,60,561.04
Emirates,Fall,2015-09-16,20,576.98
Emirates,Fall,2015-09-17,54,548.35
Emirates,Fall,2015-09-18,60,572.33
Emirates,Fall,2015-09-19,57,562.78
Emirates,Fall,2015-09-20,57,564.89
Emirates,Fall,2015-09-21,49,556.11
Emirates,Fall,2015-09-22,51,544.69
Emirates,Fall,2015-09-23,47,569.35
Emirates,Fall,2016-08-23,35,549.91
Emirates,Fall,2016-08-24,51,563.26
Emirates,Fall,2016-08-25,56,556.58
Emirates,Fall,2016-08-26,48,528.95
Emirates,Fall,2016-08-27,60,548.66
Emirates,Fall,2016-08-28,60,556.69
Emirates,Fall,2016-08-29,58,547.86
Emirates,Fall,2016-08-30,56,545.49
Emirates,Fall,2016-08-31,58,568.4
Emirates,Fall,2016-09-01,51,547.2
Emirates,Fall,2016-09-02,57,508.55
Emirates,Fall,2016-09-03,55,555.86
Emirates,Fall,2016-09-04,30,581.15
Emirates,Fall,2016-09-05,59,527.26
Emirates,Fall,2016-09-06,58,517.05
Emirates,Fall,2016-09-07,57,520.66
Emirates,Fall,2016-09-08,58,516.67
Emirates,Fall,2016-09-09,60,519.46
Emirates,Fall,2016-09-10,56,538.37
Emirates,Fall,2016-09-11,60,528.5
Emirates,Fall,2016-09-12,50,571.58
Emirates,Fall,2016-09-13,56,537.7
Emirates,Fall,2016-09-14,60,557.64
Emirates,Fall,2016-09-15,51,534.64
Emirates,Fall,2016-09-16,57,551.14
Emirates,Fall,2016-09-17,48,578.47
Emirates,Fall,2016-09-18,56,541.4
Emirates,Fall,2016-09-19,59,528.02
Emirates,Fall,2016-09-20,49,540.28
Emirates,Fall,2016-09-21,52,574.28
Emirates,Fall,2016-09-22,57,552.24
Emirates,Fall,2016-09-23,49,550.43
Emirates,Fall,2017-08-23,60,567.62
Emirates,Fall,2017-08-24,55,512.15
Emirates,Fall,2017-08-25,58,592.47
Emirates,Fall,2017-08-26,56,545.45
Emirates,Fall,2017-08-27,56,560.01
Emirates,Fall,2017-08-28,60,541.03
Emirates,Fall,2017-08-29,45,558.51
Emirates,Fall,2017-08-30,39,472.8
Emirates,Fall,2017-08-31,58,532.61
Emirates,Fall,2017-09-01,36,561.76
Emirates,Fall,2017-09-02,59,553.05
Emirates,Fall,2017-09-03,58,564.84
Emirates,Fall,2017-09-04,57,565.95
Emirates,Fall,2017-09-05,52,533.97
Emirates,Fall,2017-09-06,53,538.74
Emirates,Fall,2017-09-07,59,504.18
Emirates,Fall,2017-09-08,58,569.94
Emirates,Fall,2017-09-09,39,545.16
Emirates,Fall,2017-09-10,60,497.85
Emirates,Fall,2017-09-11,42,547.23
Emirates,Fall,2017-09-12,57,562.91
Emirates,Fall,2017-09-13,45,569.3
Emirates,Fall,2017-09-14,60,555.89
Emirates,Fall,2017-09-15,58,565.0
Emirates,Fall,2017-09-16,57,529.54
Emirates,Fall,2017-09-17,57,549.41
Emirates,Fall,2017-09-18,57,562.95
Emirates,Fall,2017-09-19,54,571.5
Emirates,Fall,2017-09-20,57,579.09
Emirates,Fall,2017-09-21,59,517.4
Emirates,Fall,2017-09-22,35,547.52
Emirates,Fall,2017-09-23,50,513.63
Emirates,Fall,2018-08-23,60,576.4
Emirates,Fall,2018-08-24,60,532.73
Emirates,Fall,2018-08-25,50,547.48
Emirates,Fall,2018-08-26,59,510.5
Emirates,Fall,2018-08-27,55,536.74
Emirates,Fall,2018-08-28,58,577.91
Emirates,Fall,2018-08-29,52,570.58
Emirates,Fall,2018-08-30,60,552.49
Emirates,Fall,2018-08-31,59,524.61
Emirates,Fall,2018-09-01,60,529.28
Emirates,Fall,2018-09-02,56,569.05
Emirates,Fall,2018-09-03,59,511.89
Emirates,Fall,2018-09-04,59,517.28
Emirates,Fall,2018-09-05,45,581.06
Emirates,Fall,2018-09-06,60,553.95
Emirates,Fall,2018-09-07,54,513.65
Emirates,Fall,2018-09-08,48,489.92
Emirates,Fall,2018-09-09,53,571.08
Emirates,Fall,2018-09-10,56,537.7
Emirates,Fall,2018-09-11,47,586.69
Emirates,Fall,2018-09-12,52,569.95
Emirates,Fall,2018-09-13,59,569.86
Emirates,Fall,2018-09-14,60,567.22
Emirates,Fall,2018-09-15,55,545.86
Emirates,Fall,2018-09-16,56,549.06
Emirates,Fall,2018-09-17,49,553.78
Emirates,Fall,2018-09-18,56,516.63
Emirates,Fall,2018-09-19,54,580.19
Emirates,Fall,2018-09-20,56,557.72
Emirates,Fall,2018-09-21,51,559.71
Emirates,Fall,2018-09-22,47,572.64
Emirates,Fall,2018-09-23,59,523.86
Emirates,Fall,2019-08-23,60,567.24
Emirates,Fall,2019-08-24,52,535.5
Emirates,Fall,2019-08-25,58,554.25
Emirates,Fall,2019-08-26,45,564.36
Emirates,Fall,2019-08-27,55,509.39
Emirates,Fall,2019-08-28,59,556.44
Emirates,Fall,2019-08-29,46,483.9
Emirates,Fall,2019-08-30,45,508.95
Emirates,Fall,2019-08-31,51,583.42
Emirates,Fall,2019-09-01,60,501.99
Emirates,Fall,2019-09-02,41,542.91
Emirates,Fall,2019-09-03,60,572.29
Emirates,Fall,2019-09-04,60,528.0
Emirates,Fall,2019-09-05,59,550.56
Emirates,Fall,2019-09-06,51,567.17
Emirates,Fall,2019-09-07,52,551.1
Emirates,Fall,2019-09-08,54,550.27
Emirates,Fall,2019-09-09,54,569.2
Emirates,Fall,2019-09-10,55,545.24
Emirates,Fall,2019-09-11,58,545.69
Emirates,Fall,2019-09-12,17,589.94
Emirates,Fall,2019-09-13,57,563.41
Emirates,Fall,2019-09-14,52,540.42
Emirates,Fall,2019-09-15,58,550.94
Emirates,Fall,2019-09-16,60,530.82
Emirates,Fall,2019-09-17,47,516.47
Emirates,Fall,2019-09-18,56,559.94
Emirates,Fall,2019-09-19,59,532.95
Emirates,Fall,2019-09-20,60,552.54
Emirates,Fall,2019-09-21,56,541.48
Emirates,Fall,2019-09-22,55,501.68
Emirates,Fall,2019-09-23,46,556.65
Emirates,Fall,2020-08-23,57,521.38
Emirates,Fall,2020-08-24,56,542.99
Emirates,Fall,2020-08-25,60,522.25
Emirates,Fall,2020-08-26,60,539.76
Emirates,Fall,2020-08-27,49,577.83
Emirates,Fall,2020-08-28,50,568.03
Emirates,Fall,2020-08-29,60,554.74
Emirates,Fall,2020-08-30,39,580.29
Emirates,Fall,2020-08-31,57,561.97
Emirates,Fall,2020-09-01,60,582.23
Emirates,Fall,2020-09-02,57,575.07
Emirates,Fall,2020-09-03,49,542.62
Emirates,Fall,2020-09-04,57,522.72
Emirates,Fall,2020-09-05,60,568.29
Emirates,Fall,2020-09-06,58,551.3
Emirates,Fall,2020-09-07,41,568.2
Emirates,Fall,2020-09-08,57,580.78
Emirates,Fall,2020-09-09,51,566.51
Emirates,Fall,2020-09-10,43,543.46
Emirates,Fall,2020-09-11,60,534.07
Emirates,Fall,2020-09-12,57,539.99
Emirates,Fall,2020-09-13,46,573.15
Emirates,Fall,2020-09-14,51,590.96
Emirates,Fall,2020-09-15,59,534.87
Emirates,Fall,2020-09-16,60,551.9
Emirates,Fall,2020-09-17,50,535.64
Emirates,Fall,2020-09-18,49,525.16
Emirates,Fall,2020-09-19,51,535.12
Emirates,Fall,2020-09-20,54,519.28
Emirates,Fall,2020-09-21,53,565.35
Emirates,Fall,2020-09-22,53,552.01
Emirates,Fall,2020-09-23,47,556.65
Emirates,Fall,2021-08-23,56,510.05
Emirates,Fall,2021-08-24,58,552.63
Emirates,Fall,2021-08-25,56,563.67
Emirates,Fall,2021-08-26,53,576.1
Emirates,Fall,2021-08-27,60,540.7
Emirates,Fall,2021-08-28,49,566.02
Emirates,Fall,2021-08-29,59,558.21
Emirates,Fall,2021-08-30,60,567.22
Emirates,Fall,2021-08-31,60,569.04
Emirates,Fall,2021-09-01,60,575.01
Emirates,Fall,2021-09-02,52,536.24
Emirates,Fall,2021-09-03,49,563.3
Emirates,Fall,2021-09-04,34,550.47
Emirates,Fall,2021-09-05,53,523.7
Emirates,Fall,2021-09-06,58,539.81
Emirates,Fall,2021-09-07,44,522.7
Emirates,Fall,2021-09-08,59,547.77
Emirates,Fall,2021-09-09,56,540.15
Emirates,Fall,2021-09-10,54,559.19
Emirates,Fall,2021-09-11,60,558.23
Emirates,Fall,2021-09-12,56,573.59
Emirates,Fall,2021-09-13,53,542.33
Emirates,Fall,2021-09-14,56,540.02
Emirates,Fall,2021-09-15,59,552.56
Emirates,Fall,2021-09-16,56,557.02
Emirates,Fall,2021-09-17,59,536.13
Emirates,Fall,2021-09-18,59,545.13
Emirates,Fall,2021-09-19,54,498.41
Emirates,Fall,2021-09-20,56,569.97
Emirates,Fall,2021-09-21,44,555.38
Emirates,Fall,2021-09-22,41,570.29
Emirates,Fall,2021-09-23,55,579.63
Emirates,Fall,2022-08-23,58,522.08
Emirates,Fall,2022-08-24,41,556.5
Emirates,Fall,2022-08-25,55,548.22
Emirates,Fall,2022-08-26,60,571.87
Emirates,Fall,2022-08-27,60,519.06
Emirates,Fall,2022-08-28,53,563.72
Emirates,Fall,2022-08-29,56,522.31
Emirates,Fall,2022-08-30,60,542.63
Emirates,Fall,2022-08-31,59,541.79
Emirates,Fall,2022-09-01,38,553.66
Emirates,Fall,2022-09-02,54,561.58
Emirates,Fall,2022-09-03,48,553.0
Emirates,Fall,2022-09-04,58,574.89
Emirates,Fall,2022-09-05,43,537.9
Emirates,Fall,2022-09-06,53,540.77
Emirates,Fall,2022-09-07,45,581.18
Emirates,Fall,2022-09-08,56,540.31
Emirates,Fall,2022-09-09,50,575.91
Emirates,Fall,2022-09-10,45,569.26
Emirates,Fall,2022-09-11,42,574.41
Emirates,Fall,2022-09-12,57,566.33
Emirates,Fall,2022-09-13,56,542.82
Emirates,Fall,2022-09-14,58,550.97
Emirates,Fall,2022-09-15,60,551.86
Emirates,Fall,2022-09-16,60,586.97
Emirates,Fall,2022-09-17,60,576.72
Emirates,Fall,2022-09-18,49,548.54
Emirates,Fall,2022-09-19,58,563.24
Emirates,Fall,2022-09-20,58,546.05
Emirates,Fall,2022-09-21,60,561.64
Emirates,Fall,2022-09-22,52,550.82
Emirates,Fall,2022-09-23,59,557.79
Emirates,Fall,2023-08-23,59,544.2
Emirates,Fall,2023-08-24,57,579.91
Emirates,Fall,2023-08-25,57,552.41
Emirates,Fall,2023-08-26,59,586.21
Emirates,Fall,2023-08-27,60,570.03
Emirates,Fall,2023-08-28,46,556.69
Emirates,Fall,2023-08-29,60,532.87
Emirates,Fall,2023-08-30,59,573.0
Emirates,Fall,2023-08-31,53,568.41
Emirates,Fall,2023-09-01,57,553.58
Emirates,Fall,2023-09-02,51,546.62
Emirates,Fall,2023-09-03,52,550.63
Emirates,Fall,2023-09-04,50,539.97
Emirates,Fall,2023-09-05,47,584.61
Emirates,Fall,2023-09-06,58,544.65
Emirates,Fall,2023-09-07,59,550.58
Emirates,Fall,2023-09-08,59,552.85
Emirates,Fall,2023-09-09,52,551.61
Emirates,Fall,2023-09-10,57,545.44
Emirates,Fall,2023-09-11,57,534.12
Emirates,Fall,2023-09-12,57,549.83
Emirates,Fall,2023-09-13,51,529.19
Emirates,Fall,2023-09-14,58,555.84
Emirates,Fall,2023-09-15,46,564.05
Emirates,Fall,2023-09-16,56,550.49
Emirates,Fall,2023-09-17,53,515.24
Emirates,Fall,2023-09-18,55,564.25
Emirates,Fall,2023-09-19,59,542.58
Emirates,Fall,2023-09-20,51,554.67
Emirates,Fall,2023-09-21,52,563.21
Emirates,Fall,2023-09-22,60,565.02
Emirates,Fall,2023-09-23,43,552.71
Emirates,Fall,2024-08-23,49,566.99
Emirates,Fall,2024-08-24,57,539.46
Emirates,Fall,2024-08-25,49,544.95
Emirates,Fall,2024-08-26,57,506.21
Emirates,Fall,2024-08-27,60,540.32
Emirates,Fall,2024-08-28,45,532.96
Emirates,Fall,2024-08-29,53,586.71
Emirates,Fall,2024-08-30,60,585.27
Emirates,Fall,2024-08-31,59,491.18
Emirates,Fall,2024-09-01,51,583.01
Emirates,Fall,2024-09-02,42,552.22
Emirates,Fall,2024-09-03,56,549.86
Emirates,Fall,2024-09-04,35,590.33
Emirates,Fall,2024-09-05,59,549.48
Emirates,Fall,2024-09-06,54,568.65
Emirates,Fall,2024-09-07,48,561.17
Emirates,Fall,2024-09-08,47,575.25
Emirates,Fall,2024-09-09,54,548.56
Emirates,Fall,2024-09-10,45,542.96
Emirates,Fall,2024-09-11,60,534.84
Emirates,Fall,2024-09-12,55,561.94
Emirates,Fall,2024-09-13,51,543.71
Emirates,Fall,2024-09-14,56,556.37
Emirates,Fall,2024-09-15,59,563.75
Emirates,Fall,2024-09-16,59,543.17
Emirates,Fall,2024-09-17,54,570.61
Emirates,Fall,2024-09-18,59,571.52
Emirates,Fall,2024-09-19,46,558.99
Emirates,Fall,2024-09-20,55,551.27
Emirates,Fall,2024-09-21,56,564.16
Emirates,Fall,2024-09-22,51,553.05
Emirates,Fall,2024-09-23,46,584.17
Lufthansa,Summer,2015-05-15,57,530.6
Lufthansa,Summer,2015-05-16,59,548.7
Lufthansa,Summer,2015-05-17,57,519.95
Lufthansa,Summer,2015-05-18,46,553.78
Lufthansa,Summer,2015-05-19,50,574.26
Lufthansa,Summer,2015-05-20,60,536.04
Lufthansa,Summer,2015-05-21,59,555.55
Lufthansa,Summer,2015-05-22,57,547.73
Lufthansa,Summer,2015-05-23,55,558.53
Lufthansa,Summer,2015-05-24,55,587.92
Lufthansa,Summer,2015-05-25,57,530.39
Lufthansa,Summer,2015-05-26,56,552.54
Lufthansa,Summer,2015-05-27,55,568.57
Lufthansa,Summer,2015-05-28,57,583.87
Lufthansa,Summer,2015-05-29,56,549.9
Lufthansa,Summer,2015-05-30,57,565.7
Lufthansa,Summer,2015-05-31,56,565.84
Lufthansa,Summer,2015-06-01,58,568.38
Lufthansa,Summer,2015-06-02,45,562.46
Lufthansa,Summer,2015-06-03,58,555.98
Lufthansa,Summer,2015-06-04,60,542.64
Lufthansa,Summer,2015-06-05,56,564.26
Lufthansa,Summer,2015-06-06,60,506.33
Lufthansa,Summer,2015-06-07,60,553.24
Lufthansa,Summer,2015-06-08,51,545.31
Lufthansa,Summer,2015-06-09,57,566.31
Lufthansa,Summer,2015-06-10,49,534.32
Lufthansa,Summer,2015-06-11,60,585.33
Lufthansa,Summer,2015-06-12,59,551.23
Lufthansa,Summer,2015-06-13,40,578.73
Lufthansa,Summer,2015-06-14,34,563.1
Lufthansa,Summer,2015-06-15,60,521.03
Lufthansa,Summer,2016-05-15,59,569.36
Lufthansa,Summer,2016-05-16,54,583.49
Lufthansa,Summer,2016-05-17,53,547.73
Lufthansa,Summer,2016-05-18,57,548.08
Lufthansa,Summer,2016-05-19,58,567.79
Lufthansa,Summer,2016-05-20,57,560.96
Lufthansa,Summer,2016-05-21,45,561.74
Lufthansa,Summer,2016-05-22,50,531.99
Lufthansa,Summer,2016-05-23,49,523.56
Lufthansa,Summer,2016-05-24,54,543.53
Lufthansa,Summer,2016-05-25,44,547.2
Lufthansa,Summer,2016-05-26,56,568.48
Lufthansa,Summer,2016-05-27,46,546.17
Lufthansa,Summer,2016-05-28,60,559.02
Lufthansa,Summer,2016-05-29,38,559.4
Lufthansa,Summer,2016-05-30,58,564.99
Lufthansa,Summer,2016-05-31,53,560.03
Lufthansa,Summer,2016-06-01,48,549.01
Lufthansa,Summer,2016-06-02,47,548.71
Lufthansa,Summer,2016-06-03,59,559.09
Lufthansa,Summer,2016-06-04,58,580.73
Lufthansa,Summer,2016-06-05,57,566.21
Lufthansa,Summer,2016-06-06,45,548.52
Lufthansa,Summer,2016-06-07,50,532.79
Lufthansa,Summer,2016-06-08,53,564.99
Lufthansa,Summer,2016-06-09,60,525.96
Lufthansa,Summer,2016-06-10,59,532.8
Lufthansa,Summer,2016-06-11,58,538.47
Lufthansa,Summer,2016-06-12,58,579.86
Lufthansa,Summer,2016-06-13,39,532.46
Lufthansa,Summer,2016-06-14,47,565.89
Lufthansa,Summer,2016-06-15,51,587.35
Lufthansa,Summer,2017-05-15,51,518.36
Lufthansa,Summer,2017-05-16,59,523.37
Lufthansa,Summer,2017-05-17,53,578.58
Lufthansa,Summer,2017-05-18,58,536.92
Lufthansa,Summer,2017-05-19,50,582.9
Lufthansa,Summer,2017-05-20,58,572.46
Lufthansa,Summer,2017-05-21,59,534.16
Lufthansa,Summer,2017-05-22,50,576.35
Lufthansa,Summer,2017-05-23,58,545.45
Lufthansa,Summer,2017-05-24,58,575.87
Lufthansa,Summer,2017-05-25,43,570.44
Lufthansa,Summer,2017-05-26,58,562.13
Lufthansa,Summer,2017-05-27,52,552.64
Lufthansa,Summer,2017-05-28,44,580.8
Lufthansa,Summer,2017-05-29,45,565.73
Lufthansa,Summer,2017-05-30,58,564.18
Lufthansa,Summer,2017-05-31,60,558.33
Lufthansa,Summer,2017-06-01,25,566.63
Lufthansa,Summer,2017-06-02,50,513.47
Lufthansa,Summer,2017-06-03,55,532.43
Lufthansa,Summer,2017-06-04,44,550.27
Lufthansa,Summer,2017-06-05,60,548.84
Lufthansa,Summer,2017-06-06,56,514.31
Lufthansa,Summer,2017-06-07,58,525.94
Lufthansa,Summer,2017-06-08,57,572.6
Lufthansa,Summer,2017-06-09,48,538.83
